nconst	primaryName
nm0914925	William Watson
nm0914930	Woody Watson
nm0914937	Vernee Watson
nm0914948	André Watt
nm0915000	Marty Watt
nm0915002	Mike Watt
nm0915005	Mildred Watt
nm0915023	Bjørn Watt-Boolsen
nm0915026	Adirek Wattaleela
nm0915030	Myriam Watteau
nm0915045	George Watters
nm0915074	Jonathan Wattis
nm0915077	Richard Wattis
nm0915190	Linda Denise Martin
nm0915208	Naomi Watts
nm0915232	Roy Watts
nm0915266	Jürgen Watzke
nm0915267	Maria Watzlawick
nm0915313	Sybille Waury
nm0915314	Koen Wauters
nm0915320	Claire Wauthion
nm0915330	Guus van Waveren
nm0915355	Lienhard Wawrzyn
nm0915356	Piotr Wawrzynczak
nm0915362	Magda Wawrzyniak
nm0915377	Steve Wax
nm0915379	Charles S. Waxberg
nm0915382	Al Waxman
nm0915385	Anat Waxman
nm0915392	Jeff G. Waxman
nm0915394	Keoni Waxman
nm0915410	Stephanie Waxman
nm0915427	Eileen Way
nm0915437	José Way
nm0915449	Ron Way
nm0915452	David Tao
nm0915462	Kim Wayans
nm0915465	Shawn Wayans
nm0915468	Kristina Wayborn
nm0915499	Kellie Waymire
nm0915518	Big Daddy Wayne
nm0915523	Carol Wayne
nm0915536	David Wayne
nm0915550	Ethan Wayne
nm0915565	Gerald Wayne
nm0915581	Jason Wayne
nm0915609	Michael Wayne
nm0915611	Michael Wayne
nm0915612	Michael Wayne
nm0915618	Patrick Wayne
nm0915620	Pedro Wayne
nm0915644	Taylor Wayne
nm0915659	Leigh Ann Waynes
nm0915680	Shun'ya Wazaki
nm0915696	Timothy Wead
nm0915702	Cynthia Harrington
nm0915741	Jeff Weatherford
nm0915750	David Weatherley
nm0915760	Maggie Weatherly
nm0915764	Shawn Weatherly
nm0915773	Johnny Weathers
nm0915778	Patrick Weathers
nm0915840	Dennis Weaver
nm0915845	Doodles Weaver
nm0915851	Fritz Weaver
nm0915865	Jacki Weaver
nm0915920	Michael Weaver
nm0915933	Phyllis Weaver
nm0915989	Hugo Weaving
nm0916001	Alan Webb
nm0916050	Chloe Webb
nm0916078	David Webb
nm0916079	David Webb
nm0916090	Dominique Webb
nm0916121	Greg Webb
nm0916131	Jack Webb
nm0916203	Marion Webb
nm0916242	Peter Webb
nm0916297	Simon Webb
nm0916309	Thomas Webb
nm0916328	William Webb
nm0916345	Beth Webber
nm0916348	Brian Webber
nm0916372	Eric Weber
nm0916389	Jennifer Wynne Webber
nm0916406	Mark Webber
nm0916426	Phillip Webber
nm0916434	Robert Webber
nm0916448	Timothy Webber
nm0916456	Connie Webbs
nm0916464	Pedro Weber 'Chatanuga'
nm0916471	Amy Weber
nm0916477	Angelika Weber
nm0916479	Anne Weber
nm0916488	Barbara Weber
nm0916491	Ben Weber
nm0916493	Bernard Weber
nm0916496	Bernhard Weber
nm0916502	Billy Weber
nm0916510	Bruce Weber
nm0916517	Catherine Weber
nm0916585	Giulia Weber
nm0916616	Jacques Weber
nm0916617	Jake Weber
nm0916680	Martin J. Weber
nm0916688	Michael Weber
nm0916700	Nicole Weber
nm0916737	Rick Weber
nm0916745	Ross Weber
nm0916756	Shari Weber
nm0916761	Suzanne Weber
nm0916775	Tony Weber
nm0916780	Walter Weber
nm0916797	Thomas Weber-Schallauer
nm0916810	Patrizia Webley
nm0916812	Amy Werba
nm0916823	Ann Webster
nm0916852	Christopher Webster
nm0916859	D.J. Webster
nm0916863	Daryl Webster
nm0916894	Gary Webster
nm0916908	Hugh Webster
nm0916916	Jeff Webster
nm0916923	John Webster
nm0916977	Nicholas Webster
nm0917039	Orin Wechsberg
nm0917042	Maj Wechselmann
nm0917043	Peter Wechselmann
nm0917053	Judith Wechsler
nm0917057	Michael Z. Wechsler
nm0917066	David Wechter
nm0917076	Peter Weck
nm0917088	Konstantin Wecker
nm0917089	Yves Wecker
nm0917100	Tiina Weckström
nm0917114	Mimi Weddell
nm0917128	Maurice Weddington
nm0917136	Vernon Weddle
nm0917146	Claudia Wedekind
nm0917156	Thorsten Wedekind
nm0917159	Karin Wedel
nm0917160	Karsten Wedel
nm0917170	Doris Wedemeier
nm0917180	Kasper Wedendahl
nm0917186	Erik Wedersøe
nm0917190	Ann Wedgeworth
nm0917249	Wyatt Weed
nm0917253	Bill Weeden
nm0917265	Jennifer Weedon
nm0917276	Claus Weeke
nm0917281	Laura Weekes
nm0917295	Andrew Weeks
nm0917301	Bryant Weeks
nm0917323	Jimmie Ray Weeks
nm0917347	Perdita Weeks
nm0917353	Rollo Weeks
nm0917358	Stephen Weeks
nm0917374	Rutger Weemhoff
nm0917403	Sangeetha Weeraratne
nm0917405	Apichatpong Weerasethakul
nm0917406	Anoja Weerasinghe
nm0917410	Suwinitha Weerasinghe
nm0917447	Kid Wegelius
nm0917497	Katarzyna Weglicka
nm0917513	Christjan Wegner
nm0917541	Rafal Wegrzyniak
nm0917554	Angelica Wehbeck
nm0917561	Oliver Wehe
nm0917601	Anne Wehner-Bachschmidt
nm0917616	Jakub Wehrenberg
nm0917619	Curtis Wehrfritz
nm0917620	Michael Wehrhahn
nm0917651	Kar-Man Wai
nm0917655	Li Wei
nm0917660	Minzhi Wei
nm0917667	Chi-Wei Sun
nm0917669	Te-Sheng Wei
nm0917670	Vicky Wei
nm0917683	Zi Wei
nm0917684	Zongwan Wei
nm0917686	Wei-Tu Lin
nm0917694	Peter Weibel
nm0917704	Julián Weich
nm0917733	Blair Weickgenant
nm0917751	Alfred Weidenmann
nm0917761	Lily Weiding
nm0917775	Lutz Weidlich
nm0917788	Mark Weidman
nm0917798	Corinna Weidner
nm0917802	John Weidner
nm0917836	Jaroslav Weigel
nm0917838	Rafer Weigel
nm0917839	Ute Weigel
nm0917870	Petr Weigl
nm0917871	Vladimir Weigl
nm0917898	Dieter Weihl
nm0917932	Bernd Weikl
nm0917953	Jennifer Weil
nm0917962	Liza Weil
nm0917972	Robert Weil
nm0917992	Paul Weiland
nm0918000	Gisela Weilemann
nm0918017	Lance Weiler
nm0918023	Norman Weiler
nm0918026	Teddy Weiler
nm0918041	Claudia Weill
nm0918046	Marie-Christine Weill
nm0918062	Paula Weiman-Kelman
nm0918064	Gary Weimberg
nm0918074	Weimin Ding
nm0918076	Wei-Ming Wang
nm0918089	Yossi Wein
nm0918124	Joanna Weinberg
nm0918159	Anielle Weinberger
nm0918173	Lois Weinberger
nm0918183	Grahame Weinbren
nm0918187	Carla Weindler
nm0918196	Adam Weiner
nm0918224	Hal Weiner
nm0918233	John Weiner
nm0918274	Sabrina Wiener
nm0918277	Sissy Weiner
nm0918280	Susan Weiner
nm0918303	Isay Weinfeld
nm0918315	Isabelle Weingarten
nm0918317	Itzik Weingarten
nm0918321	Ofra Weingarten
nm0918327	Kristen Weingartner
nm0918331	Federico Weingartshofer
nm0918334	Scott Weinger
nm0918336	Philipp Weinges
nm0918344	Max Weinhard
nm0918345	Martin Weinhart
nm0918396	Lennie Weinrib
nm0918398	Jeth Weinrich
nm0918401	Regina Weinrich
nm0918424	Bob Weinstein
nm0918428	Charles Weinstein
nm0918452	Larry Weinstein
nm0918504	Eric Weinthal
nm0918511	Cindy Weintraub
nm0918518	Fred Weintraub
nm0918552	William Weintraub
nm0918560	Barbara Weinzierl
nm0918562	Kurt Weinzierl
nm0918569	Alex Weir
nm0918573	Benjamin Weir
nm0918585	Erick H. Weir
nm0918590	Graham Weir
nm0918637	Vincent Weir
nm0918640	Bernhard Weirather
nm0918655	Bob Weis
nm0918656	Bob Weis
nm0918659	Don Weis
nm0918660	Gary Weis
nm0918663	Heidelinde Weis
nm0918665	Jack Weis
nm0918698	John Weisbarth
nm0918724	Roger Weisberg
nm0918751	Klaus Weise
nm0918765	Christian Weisenborn
nm0918792	Gabe Weisert
nm0918805	Gustl Weishappel
nm0918853	Hilary Weisman Graham
nm0918873	Sam Weisman
nm0918876	Straw Weisman
nm0918904	Andrea Weiss
nm0918934	Bryna Weiss
nm0918955	David N. Weiss
nm0918993	George David Weiss
nm0919038	Jessica Weiss
nm0919041	Jirí Weiss
nm0919050	Jonathan Weiss
nm0919051	Jonathan Weiss
nm0919061	Kaspar Weiss
nm0919084	Marc Weiss
nm0919103	Matthias Weiss
nm0919117	Michael T. Weiss
nm0919154	Robert K. Weiss
nm0919156	Roberta Weiss
nm0919158	Ronald Weiss
nm0919189	Trudy Weiss
nm0919208	Herbert Weissbach
nm0919219	Ellen Weissbrod
nm0919256	Norbert Weisser
nm0919258	René Ashton
nm0919269	Christian Weisskirchner
nm0919280	Aerlyn Weissman
nm0919304	Larry Weissman
nm0919309	Mitch Weissman
nm0919333	Lucinda Weist
nm0919339	Frans Weisz
nm0919361	Bruce Weitz
nm0919363	Chris Weitz
nm0919369	Paul Weitz
nm0919391	Larry Weitzman
nm0919399	Mark Weitzmann
nm0919402	Margreth Weivers
nm0919406	Heinz Weixelbraun
nm0919434	Ulrich Weiß
nm0919439	Giso Weißbach
nm0919442	Teresa Weißbach
nm0919449	Eva Weißenborn
nm0919474	Nicolas Welbers
nm0919478	Yvonne Welbon
nm0919484	Michael Welborn
nm0919554	Giuseppe Welch
nm0919559	Jackie Welch
nm0919581	Jordan Welch
nm0919608	Mac Welch
nm0919635	Peter Welch
nm0919679	Marcia Welch-Kahler
nm0919704	Rosemary Welden
nm0919733	Julia Weldon
nm0919754	Jeff Weldy
nm0919774	Karl-Erik Welin
nm0919783	Ljuba Welitsch
nm0919822	Andreas Wellano
nm0919834	Christoph Wellemeyer
nm0919854	Charly Weller
nm0919864	Erhard 'Bimbo' Weller
nm0919867	Frederick Weller
nm0919875	Mary Louise Weller
nm0919883	Paul Weller
nm0919886	René Weller
nm0919899	Yohanan Weller
nm0919921	Eileen Welles
nm0919924	Gwen Welles
nm0919933	Jennifer Welles
nm0919934	Jesse Welles
nm0919950	Sabra Welles
nm0919958	Tori Welles
nm0919988	Miki Welling
nm0919996	Richard Wellings-Thomas
nm0920001	David Wellington
nm0920010	James Wellington
nm0920017	Peter Wellington
nm0920024	Tony Wellington
nm0920029	Cheryl Wellington-Smythe
nm0920038	Titus Welliver
nm0920040	Märtke Wellm
nm0920041	William Wellman Jr.
nm0920054	Jan Wellmann
nm0920073	Wendell Wellman
nm0920077	Ella Wellmann
nm0920101	Angela Wells
nm0920108	Audrey Wells
nm0920130	Carole Wells
nm0920143	Christine Wells
nm0920154	Corby Wells
nm0920158	Damien Wells
nm0920171	Dawn Wells
nm0920174	Deborah Wells
nm0920190	Doris Wells
nm0920266	Jerold Wells
nm0920267	Jesse Wells
nm0920346	Matthew Wells
nm0920353	Michael Louis Wells
nm0920375	Peter Wells
nm0920398	Robert Wells
nm0920425	Simon Wells
nm0920449	Tiny Wells
nm0920455	Tracy Wells
nm0920460	Vernon Wells
nm0920462	Veronica Wells
nm0920464	Victoria Wells
nm0920472	Win Wells
nm0920555	John Welsh
nm0920558	Jonathan Welsh
nm0920564	Kenneth Welsh
nm0920569	Margaret Welsh
nm0920604	Tim Welsh
nm0920611	Heidrun Welskop
nm0920620	Jan Welt
nm0920628	Ariadne Welter
nm0920636	Micheline Welter
nm0920649	Lisa Welti
nm0920679	Laurie Weltz
nm0920683	Janine van Wely
nm0920694	Peter Welz
nm0920703	Angelika Welzl
nm0920707	Papa Wemba
nm0920722	Joe Wemple
nm0920759	Yan Wen
nm0920760	Yao-ting Wen
nm0920762	Wen-Ying
nm0920775	Ewa Wencel
nm0920811	Linda Wendel
nm0920815	Marian Wendelbo
nm0920826	Bruce Wendell
nm0920862	Paul Wendkos
nm0920864	Annemarie Wendl
nm0920869	Tobias Wendl
nm0920910	Thomas Wendrich
nm0920961	Allan Wenger
nm0920970	Jacques Wenger
nm0920991	Ulf Wengård
nm0920992	David Wenham
nm0921003	Wolfram Weniger
nm0921005	Thomas Wening
nm0921013	Richard Wenk
nm0921033	Elisabeth Wennberg
nm0921034	Håkan Wennberg
nm0921044	Klaus Wennemann
nm0921072	Andi Wenning
nm0921137	Scott Wentworth
nm0921142	Kipley Wentz
nm0921158	Tom Wentzel
nm0921178	Heidemarie Wenzel
nm0921180	Jean-Paul Wenzel
nm0921188	Wenzhi Wang
nm0921191	Guido Wenzl
nm0921197	Won-seob Kim
nm0921201	Elmar Wepper
nm0921202	Fritz Wepper
nm0921215	Nadia Werba
nm0921240	Bonnie Werchan
nm0921257	Andrea Werdien
nm0921258	Egon Werdin
nm0921262	Stina Werenfels
nm0921264	Piotr Weresniak
nm0921303	Barbara Werle
nm0921348	Sandra Werneck
nm0921355	Anita Werner
nm0921358	Axel Werner
nm0921389	Emmy Werner
nm0921402	Gösta Werner
nm0921411	Ilse Werner
nm0921417	Jeff Werner
nm0921421	John Werner
nm0921433	Klaus Werner
nm0921444	Marcel Werner
nm0921445	Margot Werner
nm0921459	Oskar Werner
nm0921464	Peter Werner
nm0921469	Ralph Werner
nm0921482	Susana Werner
nm0921487	Thomas Werner
nm0921496	Ursula Werner
nm0921534	Rudolf K. Wernicke
nm0921550	Gary Werntz
nm0921582	Doug Wert
nm0921631	Lina Wertmüller
nm0921632	Massimo Wertmüller
nm0921647	Jay Wertz
nm0921687	Margaret Wescott
nm0921690	Susan Westcott
nm0921691	Tom Wescott
nm0921713	Rolv Wesenlund
nm0921733	Billy Wesley
nm0921736	Charles Wesley
nm0921739	Fred Wesley
nm0921774	C. Cay Wesnigk
nm0921810	Kai Wessel
nm0921817	Karl Wesseler
nm0921821	Ulrich Wesselmann
nm0921837	Dominik Wessely
nm0921840	Rudolf Wessely
nm0921908	Alan West
nm0921917	Angel West
nm0921924	April West
nm0921942	Billy West
nm0921944	Blake West
nm0921961	Bryan West
nm0921969	Carl West
nm0921979	Chandra West
nm0921992	Cindy West
nm0922005	Crista West
nm0922023	Dean West
nm0922028	Del 'Sonny' West
nm0922035	Dominic West
nm0922046	Dottie West
nm0922084	Grace West
nm0922087	Gregory West
nm0922115	Jake West
nm0922137	Jennifer West
nm0922140	Jeremy West
nm0922158	Johnny West
nm0922159	Johnson West
nm0922162	Jonathan West
nm0922172	Karen West
nm0922182	Kevin West
nm0922184	Kevin E. West
nm0922185	Kevin L. West
nm0922195	Lily Rodgers
nm0922199	Lee West
nm0922213	Mae West
nm0922229	Martin West
nm0922242	Micah West
nm0922294	Peggy West
nm0922301	Randy West
nm0922311	Richard West
nm0922335	Samuel West
nm0922342	Shane West
nm0922346	Simon West
nm0922357	Tamsin West
nm0922362	Thomas West
nm0922367	Timothy West
nm0922376	Tracy R. West
nm0922427	David Westberg
nm0922458	James Westbrook
nm0922460	Jennifer Westbrook
nm0922475	Wendi Westbrook
nm0922480	Dana Burns Westburg
nm0922487	James Westby
nm0922496	Carrie Westcott
nm0922520	Robert Jan Westdijk
nm0922529	Petra Westen
nm0922558	Peter Wester
nm0922564	Wanda Linn Wester
nm0922596	Bep Westerduin
nm0922599	James Westerfield
nm0922603	Rainer Westerfield
nm0922623	Susanna Westerholm
nm0922629	Ruud Westerkamp
nm0922644	Catrin Westerlund
nm0922652	Leif Westerlund
nm0922671	Floyd 'Red Crow' Westerman
nm0922679	Antje Westermann
nm0922733	Måns Westfelt
nm0922749	Bettina Westhausen
nm0922750	Birgit Westhausen
nm0922756	Ruth Westheimer
nm0922764	Kelly Westhof
nm0922821	Peter Westley
nm0922848	Lars Westman
nm0922878	Michael Westmore
nm0922910	Amber Lea Weston
nm0922913	Armand Weston
nm0922916	Bill Weston
nm0922943	Doug Weston
nm0922948	Ellen Weston
nm0922949	Eric Weston
nm0922967	Jack Weston
nm0922995	Michael Weston
nm0923005	Riley Weston
nm0923024	Kim Weston-Moran
nm0923038	Gert Westphal
nm0923044	Kulle Westphal
nm0923058	Renate Westphal-Lorenz
nm0923076	Tony Westrope
nm0923120	Torgeir Wethal
nm0923139	Dean Wetherell
nm0923168	Anna Wetlinská
nm0923210	Patricia Wettig
nm0923218	Sylvia Wetz
nm0923226	Charlotte Wetzel
nm0923242	Thomas Wetzel
nm0923249	Fulvio Wetzl
nm0923252	Gwen Wetzler
nm0923282	Alex Wexo
nm0923299	Eleonora Wexler
nm0923304	Howard Wexler
nm0923315	Mark Wexler
nm0923330	Tanya Wexler
nm0923336	Jean-Luc Wey
nm0923337	Sandra Wey
nm0923354	Hannah Weyer
nm0923360	François Weyergans
nm0923366	Marius Weyers
nm0923398	Bay Weyman
nm0923432	Samantha Weysom
nm0923458	Cynthia Whalen
nm0923464	Erin Whalen
nm0923468	Howard Whalen
nm0923505	George Whaley
nm0923507	John Whaley
nm0923529	Justin Whalin
nm0923552	Luther 'Bud' Whaney
nm0923554	Ing-Sik Whang
nm0923561	Paddy Whannel
nm0923578	Wally Ann Wharton
nm0923584	Darryl Wharton
nm0923610	Kevin Whately
nm0923613	Claude Whatham
nm0923621	Liem Whatley
nm0923646	Jim Wheat
nm0923675	David Wheatley
nm0923707	Frank Wheatley
nm0923726	Martha Wheaton
nm0923768	Anne Wheeler
nm0923797	Dave Wheeler
nm0923802	David F. Wheeler
nm0923852	Jane Wheeler
nm0923874	Joseph Wheeler
nm0923883	Keith Wheeler
nm0923897	Leland Wheeler
nm0923909	Maggie Wheeler
nm0923916	Matt Wheeler
nm0923974	Timothy Wheeler
nm0923984	Dana Wheeler-Nicholson
nm0923995	Martha Wheelock
nm0924003	David Wheir
nm0924009	Alison Whelan
nm0924037	Jeremy Whelan
nm0924070	Wendy Whelan
nm0924103	Richard Wherrett
nm0924119	William Whett
nm0924172	Barbara Whinnery
nm0924178	Joseph Whipp
nm0924194	Randy Whipple
nm0924204	Shannon Whirry
nm0924214	Eva Whishaw
nm0924250	Christina Whitaker
nm0924252	Conrad Whitaker
nm0924261	Duane Whitaker
nm0924293	Nick Whitaker
nm0924323	Allison Whitbeck
nm0924336	Peter Whitbread
nm0924378	Elizabeth Whitcraft
nm0924424	Al White
nm0924429	Alan White
nm0924439	Alexis White
nm0924441	Ali White
nm0924455	Andrew White
nm0924472	Daisy White
nm0924494	Bay White
nm0924501	Berit White
nm0924502	Bernard White
nm0924528	Bo White
nm0924533	Bob White
nm0924539	Brad White
nm0924540	Bradley White
nm0924554	Bridget White
nm0924576	Carol White
nm0924588	Caryn White
nm0924600	Charmin Lee White
nm0924644	Dan White
nm0924684	David A.R. White
nm0924695	Deborah White
nm0924701	Delroy White
nm0924716	Diz White
nm0924756	Roger Scorpio
nm0924760	Eddie White
nm0924771	Elaine White
nm0924793	Frank White
nm0924810	Gary White
nm0924863	Henry White
nm0924921	James White
nm0924961	Jerry G. White
nm0924965	Jessica White
nm0924986	John White
nm0925003	John Patrick White
nm0925006	Johnny White
nm0925020	Joseph White
nm0925073	Kevin White
nm0925096	Lari White
nm0925143	Liz White
nm0925158	Lynne White
nm0925171	Margot White
nm0925197	Matthew White
nm0925203	Mel White
nm0925220	Michael Jai White
nm0925226	Michael J. White
nm0925232	Michole Briana White
nm0925234	Mike White
nm0925242	Millie White
nm0925262	Nathan J. White
nm0925285	Oriella White
nm0925320	Peter White
nm0925360	Redford White
nm0925389	Robert White
nm0925406	Ron White
nm0925434	Sanford White
nm0925453	Sheila White
nm0925471	Stephen White
nm0925478	Steven D. White
nm0925496	Tammy White
nm0925501	Ted White
nm0925544	Trevor White
nm0925568	Wally White
nm0925585	Wilbur 'Hi-Fi' White
nm0925592	William White
nm0925618	Charles White-Eagle
nm0925666	Andrew Whitehead
nm0925709	Mike Whitehead
nm0925718	Peter Whitehead
nm0925722	Robert Whitehead
nm0925738	William Whitehead
nm0925759	Davina Whitehouse
nm0925776	Zeta Whitehouse
nm0925790	Sandy Whitelaw
nm0925794	Billie Whitelaw
nm0925800	Arkie Whiteley
nm0925803	John Whiteley
nm0925810	Sara Whiteley
nm0925831	Frank Whiteman
nm0925868	Zara Whites
nm0925870	John Whitesell
nm0925884	Glyn Whiteside
nm0925943	Mitchell Whitfield
nm0925966	Bradley Whitford
nm0925970	Peter Whitford
nm0926000	Glynis Whiting
nm0926114	Jill Whitlow
nm0926141	Glynis Whitman
nm0926154	Kari Whitman
nm0926165	Mae Whitman
nm0926170	Peter Whitman
nm0926183	Stuart Whitman
nm0926209	Steve Whitmire
nm0926211	Preston A. Whitmore II
nm0926225	Clarence Whitmore
nm0926235	James Whitmore
nm0926236	John Whitmore
nm0926259	Jessica Whitney Gould
nm0926299	Helen Whitney
nm0926322	Leanne Whitney
nm0926325	Leigh Whitney
nm0926331	Mark Whitney
nm0926336	Paul Whitney
nm0926339	Peter Whitney
nm0926355	Sewell Whitney
nm0926361	Taylor Whitney
nm0926368	Benjamin Whitrow
nm0926387	Gary Whitson
nm0926405	Garland Whitt
nm0926427	Erik Whittaker
nm0926458	Stephen Whittaker
nm0926481	Katie Whittemore
nm0926492	Frank Whitten
nm0926510	Paul Whitthorne
nm0926543	Jerry Whittington
nm0926558	Annie Whittle
nm0926571	Peter Whittle
nm0926579	Christine Whittlesey
nm0926592	Margaret Whitton
nm0926610	Dean Whitworth
nm0926612	James Whitworth
nm0926615	Johnny Whitworth
nm0926623	Garry Who
nm0926629	Andrew Wholley
nm0926649	James Whyle
nm0926661	Alison Whyte
nm0926666	Donn Whyte
nm0926672	Helen Whyte
nm0926683	Laura Whyte
nm0926688	Michael Whyte
nm0926723	Anne Wiazemsky
nm0926757	Manuel Wiborg
nm0926762	Anna Wich
nm0926783	Harriet Wichin
nm0926792	Elfriede Wichmann
nm0926793	Joachim Wichmann
nm0926801	Karsten Wichniarz
nm0926804	David Wicht
nm0926828	Leslie Ann Wick
nm0926864	David Wicker
nm0926872	Wigbert Wicker
nm0926874	Ryan Wickerham
nm0926885	Tony Wickert
nm0926892	David Wickes
nm0926905	Jeffry Wickham
nm0926919	Bernhard Wicki
nm0926920	Lilo Wicki
nm0926931	Konrad Wickler
nm0926941	Ken Wicklund
nm0926967	Torgny Wickman
nm0926970	Cyril Wickramage
nm0926977	Ananda Wickremasinghe
nm0926988	Jason Wicks
nm0926992	Maddisen K. Krown
nm0926994	Ron Wicks
nm0927015	Scott Wickware
nm0927057	Markus Widegren
nm0927074	Gregory Widen
nm0927090	Bo Widerberg
nm0927092	Johan Widerberg
nm0927106	Ulf Wideström
nm0927123	Mieke Wijaya
nm0927124	Susanne Widl
nm0927159	Kurt Widmer
nm0927161	Roberto Widmer
nm0927174	Siska Widowati
nm0927178	Hans Widrich
nm0927179	Virgil Widrich
nm0927188	Steffen Widule
nm0927239	Ralph Wieck
nm0927240	Robert Wieckiewicz
nm0927251	Jan Wieczorkowski
nm0927252	Dominik W. Rettinger
nm0927253	Rafal Wieczynski
nm0927264	Elisabeth Wiedemann
nm0927268	Katrine Wiedemann
nm0927271	Michael Wiedemann
nm0927288	Hanne Wieder
nm0927293	Karl Wiedergott
nm0927296	Ken Wiederhorn
nm0927298	Dorothea Wiedermann
nm0927299	Elena Wiedermann
nm0927300	Eva-Maria Wiedermann
nm0927304	Horst Wiedermann
nm0927317	Norbert Wiedmer
nm0927322	Margarete Wiedstruck
nm0927344	Roland Wiegenstein
nm0927349	Alisa Wiegers
nm0927358	Tommy Wiegand
nm0927367	Marion Wiegmann
nm0927382	Christopher Wiehl
nm0927401	Guido Wieland
nm0927407	Joyce Wieland
nm0927413	Ute Wieland
nm0927422	Anna Wielgucka
nm0927431	Brita Wielopolska
nm0927437	Ernst Wiemann
nm0927445	Robert Wiemer
nm0927453	Dieter Wien
nm0927454	Fabian Oscar Wien
nm0927456	Matthias Wien
nm0927475	Charlie Wiener
nm0927480	Elisabeth Wiener
nm0927521	Kees Wientjes
nm0927525	Johanna Wier
nm0927536	Charly Wierczejewski
nm0927545	Sebastiaan te Wierik
nm0927546	Alie Wiering
nm0927547	Frank Wiering
nm0927551	Karla Wieringa
nm0927586	Elroy Wiese
nm0927622	Simon Wiesenthal
nm0927641	Kai Wiesinger
nm0927649	Lynda Wiesmeier
nm0927652	Roeland Wiesnekker
nm0927658	Ivan Wiesner
nm0927696	Helmut Wietz
nm0927702	Joe Wiezycki
nm0927706	Biff Wiff
nm0927718	Tomy Wigand
nm0927739	Julie Wiggen
nm0927743	Maximilian Wigger
nm0927744	Stefan Wigger
nm0927765	Barry Wiggins
nm0927770	Chris Wiggins
nm0927810	Tudi Wiggins
nm0927812	Wiley Wiggins
nm0927835	Peter Wight
nm0927882	Hans Wigren
nm0927906	Jan Ø. Wiig
nm0927913	Øystein Wiik
nm0927916	Runar Jarle Wiik
nm0927935	Nilanthi Wijesinghe
nm0927941	Joop van Wijk
nm0927944	Astrid Wijn
nm0927945	Elsje de Wijn
nm0927950	Joost Wynant
nm0927952	Olaf Wijnants
nm0927953	Bart Wijnberg
nm0927957	Jip Wijngaarden
nm0927995	Claire Wikholm
nm0928000	Michael Wikke
nm0928010	Gustav Wiklund
nm0928038	Martin Wikström
nm0928039	Mats Wikström
nm0928053	Hans Wiktorsson
nm0928066	Codie Lucas Wilbee
nm0928073	Sverre Wilberg
nm0928095	Claus Wilbrandt
nm0928111	George P. Wilbur
nm0928125	Amanda Wilburn
nm0928127	Lise Wilburn
nm0928134	James Wilby
nm0928176	Brad Wilcox
nm0928194	David Wilcox
nm0928243	Larry Wilcox
nm0928244	Lisa Wilcox
nm0928249	Mary Charlotte Wilcox
nm0928278	Sara Wilcox
nm0928279	Shannon Wilcox
nm0928294	Webb Wilcoxen
nm0928295	Henry Wilcoxon
nm0928325	Christopher Wild
nm0928336	Ernst Wild
nm0928339	Franz Josef Wild
nm0928345	Gregory Wild
nm0928349	Jack Wild
nm0928370	Nettie Wild
nm0928408	Andrew Wilde
nm0928415	Brian Wilde
nm0928422	Claudine Wilde
nm0928441	Garlan Wilde
nm0928452	Jennifer Wilde
nm0928458	Joie Wilde
nm0928468	Lauren Wilde
nm0928491	Nikki Wilde
nm0928511	Steven Wilde
nm0928521	Wilbur Wilde
nm0928536	Ingold Wildenauer
nm0928537	Klaus Wildenhahn
nm0928559	Cara Wilder
nm0928564	Crystal Wilder
nm0928580	Glenn R. Wilder
nm0928582	Honey Wilder
nm0928597	Kirk Wilder
nm0928613	Nick Wilder
nm0928637	Steve Wilder
nm0928648	Yvonne Wilder
nm0928669	Ulrich Wildgruber
nm0928691	Gavin Wilding
nm0928708	John Wildman
nm0928710	Julie Wildman
nm0928720	Valerie Wildman
nm0928728	Erich Wildpret
nm0928731	Peter Wilds
nm0928736	Dawn Wildsmith
nm0928760	Dolf Wilens
nm0928763	Osias Wilenski
nm0928795	Michael Shamus Wiles
nm0928832	Ethan Wiley
nm0928846	Jane Wiley
nm0928864	Meason Wiley
nm0928888	Anne Wilford
nm0928900	Terri Wilgren
nm0928905	Wilhelm
nm0928907	Bettina Wilhelm
nm0928929	Kurt Wilhelm
nm0928948	Roman Wilhelmi
nm0928951	Gabriela Wilhelmová
nm0928953	Manfred Wilhelms
nm0928972	José Wilhelmy
nm0929022	Maciej Wilk
nm0929075	Catherine Wilkening
nm0929093	José Wilker
nm0929112	Donna Wilkerson
nm0929160	Donna Wilkes
nm0929161	Elaine Wilkes
nm0929186	Rich Wilkes
nm0929227	Catherine Wilkin
nm0929300	Randall D. Wilkins
nm0929418	June Wilkinson
nm0929433	Linden Wilkinson
nm0929489	Tom Wilkinson
nm0929491	Tracey Wilkinson
nm0929509	Tadeusz Wilkosz
nm0929512	Kryska Witkowska
nm0929564	Rainer Will
nm0929578	Marlene Willoughby
nm0929581	Roland Willaert
nm0929588	Jaston Williams
nm0929609	Fred Willard
nm0929615	Jess Willard
nm0929656	Bjørn Willberg Andersen
nm0929657	Hellen Willberg
nm0929679	Toyah Willcox
nm0929683	Brandt Wille
nm0929687	Jens Wille
nm0929719	Jacques Willemont
nm0929721	Bob Willems
nm0929725	Christoph Willems
nm0929731	Jeroen Willems
nm0929734	Luutgard Willems
nm0929745	Catalijn Willemsen
nm0929757	Amber Willenborg
nm0929773	Alex Wilequet
